Original,Normalized
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED HEALTHCARE WORKERS,SEIU UNITED HEALTHCARE WORKERS WEST
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED HEALTHCARE WORKERS - WEST (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SEIU UNITED HEALTHCARE WORKERS WEST
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED HEALTHCARE WORKERS WEST,SEIU UNITED HEALTHCARE WORKERS WEST
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST,SEIU UNITED HEALTHCARE WORKERS WEST
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST (SEIU USWW),SEIU UNITED HEALTHCARE WORKERS WEST
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST (SEIU USWW),SEIU UNITED HEALTHCARE WORKERS WEST
"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS WEST NONPROFIT 501(C)(5)",SEIU UNITED HEALTHCARE WORKERS WEST
"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS-WEST (SEIU/UHW) (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)",SEIU UNITED HEALTHCARE WORKERS WEST
SEMPRA,SEMPRA ENERGY
SEMPRA 'FORMERLY SEMPRA ENERGY',SEMPRA ENERGY
SEMPRA ENERGY (RESTRICTED USE ACCOUNT),SEMPRA ENERGY
SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE - STATE COMMITTEE,SEMPRA ENERGY
SEMPRA ENERGY EMPLOYEES STATE PAC,SEMPRA ENERGY
SEMPRA ENERGY INC,SEMPRA ENERGY
SEMPRA ENERGY UTILITIES,SEMPRA ENERGY
"SEMPRA ENERGY, INC",SEMPRA ENERGY
"SEMPRA ENERGY, INC.",SEMPRA ENERGY
SEMPRA FORMERLY SEMPRA ENERGY,SEMPRA ENERGY
"SEMPRA, INC.",SEMPRA ENERGY
SENTRY INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (FED PAC ID# C00545194),SENTRY INSURANCE COMPANY
SENTRY INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE FED PAC ID# C00545194,SENTRY INSURANCE COMPANY
THE THREE TOWER INC.--DBA SEPAROVICH DOMICH,SEPAROVICH DOMICH
"THE THREE TOWER, INC. DBA SEPAROVICH DOMICH",SEPAROVICH DOMICH
"SEQUOIA PACE, LLC (MATTHEW PATTERSON)",SEQUOIA PACE
"SEQUOIA PACE, LLC( )",SEQUOIA PACE
"SEQUOIA PACE, LLC(NICOLE BUTLER)",SEQUOIA PACE
SERVICE CORPORATION INTERNATIONAL,SERVICE CORPORATION INTERNATIONAL
SERVICE CORPORATION INTERNATIONAL PAC (FEC ID#C00173096),SERVICE CORPORATION INTERNATIONAL
SEIU CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION) (FED PAC ID #C00004036),SERVICE EMPLOYEES INTERNATIONAL UNION
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION) (FED PAC ID C00004036),SERVICE EMPLOYEES INTERNATIONAL UNION
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)(FED PAC ID #C00004036),SERVICE EMPLOYEES INTERNATIONAL UNION
SERVICE EMPLOYEES INTERNATION UNION POLITICAL EDUCATION AND ACTION FUND (SEIU PEA) (MPO),SERVICE EMPLOYEES INTERNATIONAL UNION
SERVICE EMPLOYEES INTERNATIONAL UNION (GENERAL FUND ACCOUNTS),SERVICE EMPLOYEES INTERNATIONAL UNION
SERVICE EMPLOYEES INTERNATIONAL UNION POLITICAL EDUCATION AND ACTION FUND (SEIU PEA) (MPO),SERVICE EMPLOYEES INTERNATIONAL UNION
CA STATE COUNCIL OF SERVICE EMPLOYEES,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
CA STATE COUNCIL OF SERVICE EMPLOYEES PAC,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
CA STATE COUNCIL OF SERVICE EMPLOYEES SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
CA STATE COUNCIL OF SERVICES EMPLOYEES - SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES ISSUE ADVOCACY,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
SEIU CALIFORNIA STATE COUNCIL,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
SEIU CALIFORNIA STATE COUNCIL (NONPROFIT 501 (C) (5) ),SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
SEIU CALIFORNIA STATE COUNCIL ISSUES COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
SEIU CALIFORNIA STATE COUNCIL SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL
SEIU LOCAL 1000,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1000 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1000 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC - SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC - SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 ISSUES PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000
SEIU 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SEIU LOCAL 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1021 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1021 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC-SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO.1021 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021
SEIU 121RN (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SEIU LOCAL 121 RN,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SEIU LOCAL 121RN PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121 RN,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121 RN PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121
SEIU LOCAL 2015,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015
SEIU LOCAL 2015 ISSUES PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015
SEIU LOCAL 2015 STATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015
SEIU LOCAL 2015 STATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015
SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015 STATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015
SEIU LOCAL 221,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 221 PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221 PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221 PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221
SEIU 521 CANDIDATE PAC SMALL CONTRIBUTOR,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SEIU LOCAL 521,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 521 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL #521,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC - SCC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC - SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC - SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521, CANDIDATE PAC",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SERVICE EMPLOYEES INTNL UNION LOCAL 521 PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521
SEIU LOCAL 620,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 620
SEIU LOCAL 99,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 620
SEIU LOCAL 721,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SEIU LOCAL 721 CTW, CLC STATE & LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SEIU LOCAL 721, CTW, CLC STATE & LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 721 CTW, CLC STATE & LOCAL SMALL CONTRIBUTOR COMMITTEE",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 721, CTW, CLC STATE & LOCAL SMALL CONTRIBUTOR COMMITTEE",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC ISSUES AND INITIATIVES SPONSORED BY SERVICE EMPLOYEE UNION",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC STATE & LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC STATE & LOCAL SMALL CONTRIBUTOR COMMITTEE",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC STATE & LOCAL SMALL CONTRIBUTOR COMMITTEE",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC STATE AND LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721, CTW, CLC STATE & LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721, CTW, CLC STATE & LOCAL SMALL CONTRIBUTOR COMMITEE",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721, CTW, CLC STATE & LOCAL SMALL CONTRIBUTOR COMMITTEE",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721, CTW, CLC STATE AND LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 721",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721
SEIU LOCAL 99 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 CANDIDATE PAC SCC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99
"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 99",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99
SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIAN PAC,SERVICE EMPLOYEES INTERNATIONAL UNION OF INTERNS AND RESIDENT PHYSICIANS
SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIANS,SERVICE EMPLOYEES INTERNATIONAL UNION OF INTERNS AND RESIDENT PHYSICIANS
SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIANS PAC,SERVICE EMPLOYEES INTERNATIONAL UNION OF INTERNS AND RESIDENT PHYSICIANS
SETTON PISTACHIO OF TERRA BELLA,SETTON PISTACHIO OF TERRA BELLA
"SETTON PISTACHIO OF TERRA BELLA, INC.",SETTON PISTACHIO OF TERRA BELLA
STONES SOUTH BAY CORPORATION DBA SEVEN MILE CASINO,SEVEN MILE CASINO
SHANNON O'CONNOR,SHANNON O'CONNOR
SHANNON OCONNOR,SHANNON O'CONNOR
SHARIF'S JEWELERS # 1,SHARIF'S JEWELERS # 1
SHARIF'S JEWELERS #1,SHARIF'S JEWELERS # 1
"HARRITY PHILLIPS, SHAWN",SHAWN HARRITY-PHILLIPS
"HARRITYPHILLIPS, SHAWN",SHAWN HARRITY-PHILLIPS
"SHEA HOMES, LP",SHEA HOMES
SHEET METAL WORKERS 104 DISTRICT 2 SMALL CONTRIBUTOR COMMITTEE,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS 104 POLITICAL COMMITTEE,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS INTERNATIONAL ASSOCIATION LOCAL NO. 104 PAC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION 104,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION 104 -PAC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION 104 PAC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION 104 POLITICAL COMMITEE,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION 104 POLITICAL COMMITTEE,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION 104 POLTICAL COMMITTEE,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL UNION NO.104 POLITICAL ACTION,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION (SMWIA) LOCAL 104 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL #104 PAC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 104 PAC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL NO. 104 PAC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL UNION NO. 104 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS' LOCAL UNION 104 PAC,SHEET METAL WORKERS LOCAL 104
SMART LOCAL 104 SCC,SHEET METAL WORKERS LOCAL 104
SHEET METAL WORKERS LOCAL 206,SHEET METAL WORKERS LOCAL 206
SHEET METAL WORKERS LOCAL 206 (INTERMEDIARY FOR UNITEMIZED DUES),SHEET METAL WORKERS LOCAL 206
SHEET METAL WORKERS LOCAL 206 PAC,SHEET METAL WORKERS LOCAL 206
SHEET METAL AIR RAIL TRANSPORTATION WORKERS LOCAL UNION 105 PAC,"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
SHEET METAL TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND,"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTAITON WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND SMALL CONTRIBUTOR COMMITTEE","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105 SMALL CONTRIBUTOR COMMITTEE","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' INTERNATIONAL UNION (S.M.A.R.T.) LOCAL 105 PAC","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' INTERNATIONAL UNION SMART LOCAL UNION 105 PAC","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' LOCAL INTERNATIONAL UNION (S.M.A.R.T.) LOCAL 105 PAC","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' LOCAL UNION 105 POLITICAL EDUCATION FUND","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
SMART LOCAL UNION 105 PAC,"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105"
SHEPPARD MULLIN RICHTER & HAMPTON LLP,SHEPPARD MULLIN RICHTER & HAMPTON
"SHEPPARD MULLIN RICHTER & HAMPTON, LLP",SHEPPARD MULLIN RICHTER & HAMPTON
SHINGLE SPRINGS BAND MIWOK INDIANS,SHINGLE SPRINGS BAND OF MIWOK INDIANS
"DICKSON, SHIRLY",SHIRLEY DICKSON
"HOFFER-BELL, SHIRLEY",SHIRLEY HOFER-BELL
SIERRA TELEPHONE,SIERRA TELEPHONE
SIERRA TELEPHONE (RESTRICTED USE ACCOUNT),SIERRA TELEPHONE
SIGHT GLASS MANAGEMENT,SIGHT GLASS MANAGEMENT
SIGHTGLASS MANAGEMENT,SIGHT GLASS MANAGEMENT
"SIGHTGLASS MANAGEMENT, INC.",SIGHT GLASS MANAGEMENT
SIGNAL HILL PETROLEUM,SIGNAL HILL PETROLEUM
SIGNAL HILL PETROLEUM INC.,SIGNAL HILL PETROLEUM
"SIGNAL HILL PETROLEUM, INC",SIGNAL HILL PETROLEUM
"SIGNAL HILL PETROLEUM, INC.",SIGNAL HILL PETROLEUM
SILICON VALLEY VILLAGE MHP,SILICON VALLEY VILLAGE MOBILE HOME PARK
SILICON VALLEY VILLAGE MOBILEHOME PARK,SILICON VALLEY VILLAGE MOBILE HOME PARK
SILVERADO CONTRACTORS INC (RUA),SILVERADO CONTRACTORS
SILVERADO CONTRACTORS INC.,SILVERADO CONTRACTORS
"SILVERADO CONTRACTORS, INC.",SILVERADO CONTRACTORS
SINGLETON SCHREIBER LLP,SINGLETON SCHREIBER
"SINGLETON SCHREIBER, LLP",SINGLETON SCHREIBER
SISKIYOU TELEPHONE COMPANY,SISKIYOU TELEPHONE
SISKIYOU TELEPHONE COMPANY (RESTRICTED USE ACCOUNT),SISKIYOU TELEPHONE
SKINNER FOR SENATE 2020,SKINNER FOR SENATE
SKINNER FOR SENATE 2022,SKINNER FOR SENATE
SMART JUSTICE AMERICA ACTION FUND (FEC ID# C00889832),SMART JUSTICE
SMART JUSTICE AMERICA ACTION FUND (FEDERAL ID# C00889832),SMART JUSTICE
SMILE DIRECT CLUB LLC,SMILE DIRECT CLUB
SMILE DIRECT CLUB LLC,SMILE DIRECT CLUB
"SMILE DIRECT CLUB, LLC",SMILE DIRECT CLUB
"SMILEDIRECTCLUB, LLC",SMILE DIRECT CLUB
SOCIAL COMPASSION IN LEGISLATION (AKA COMPASSION PAC),SOCIAL COMPASSION IN LEGISLATION
SOCIAL COMPASSION IN LEGISLATION PAC (AKA COMPASSION PAC),SOCIAL COMPASSION IN LEGISLATION
SOCIAL COMPASSION IN LEGISLATION PAC AKA COMPASSION PAC,SOCIAL COMPASSION IN LEGISLATION
SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC
"SOLAR ENERGY INDUSTRIES ASSOCIATION, INC. CALIFORNIA PAC",SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC
"SONY PICTURES ENTERTAINMENT, INC.",SONY PICTURES ENTERTAINMENT
SOUSAN MANTEGHI SAFAKISH,SOUSAN MANTEGHI SAFAKISH
SOUSAN MANTEGHI-SAFAKISH,SOUSAN MANTEGHI SAFAKISH
SOUTH CORD MANAGEMENT LLC,SOUTH CORD MANAGEMENT
SOUTH CORD MANAGEMENT LLC (ELLIOT LEWIS),SOUTH CORD MANAGEMENT
SOUTH CORD MANAGEMENT LLC(ELLIOT LEWIS),SOUTH CORD MANAGEMENT
"SOUTH CORD MANAGEMENT, LLC",SOUTH CORD MANAGEMENT
SOUTHERN CALIFORNIA ARMENIAN DEMOCRAT,SOUTHERN CALIFORNIA ARMENIAN DEMOCRAT
SOUTHERN CALIFORNIA ARMENIAN DEMOCRATS,SOUTHERN CALIFORNIA ARMENIAN DEMOCRAT
SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION PAC,SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION
SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE,SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION
SOUTHERN CA DISTRICT COUNCIL OF LABORERS PAC,SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS
SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS (INTERMEDIARY FOR UNITEMIZED DUES),SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS
SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS PAC,SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS
SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS PAC (SMALL CONTRIBUTOR COMMITTEE),SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS
